type,battleTime,challengeId,arena_id,arena_name,gameMode_id,gameMode_name,challengeWinCountBefore,deckSelection,team_0_tag,team_0_name,team_0_startingTrophies,team_0_crowns,team_0_clan_tag,team_0_clan_name,team_0_clan_badgeId,team_0_cards_0_name,team_0_cards_0_level,team_0_cards_0_maxLevel,team_0_cards_1_name,team_0_cards_1_level,team_0_cards_1_maxLevel,team_0_cards_2_name,team_0_cards_2_level,team_0_cards_2_maxLevel,team_0_cards_3_name,team_0_cards_3_level,team_0_cards_3_maxLevel,team_0_cards_4_name,team_0_cards_4_level,team_0_cards_4_maxLevel,team_0_cards_5_name,team_0_cards_5_level,team_0_cards_5_maxLevel,team_0_cards_6_name,team_0_cards_6_level,team_0_cards_6_maxLevel,team_0_cards_7_name,team_0_cards_7_level,team_0_cards_7_maxLevel,team_1_tag,team_1_name,team_1_startingTrophies,team_1_crowns,team_1_clan_tag,team_1_clan_name,team_1_clan_badgeId,team_1_cards_0_name,team_1_cards_0_level,team_1_cards_0_maxLevel,team_1_cards_1_name,team_1_cards_1_level,team_1_cards_1_maxLevel,team_1_cards_2_name,team_1_cards_2_level,team_1_cards_2_maxLevel,team_1_cards_3_name,team_1_cards_3_level,team_1_cards_3_maxLevel,team_1_cards_4_name,team_1_cards_4_level,team_1_cards_4_maxLevel,team_1_cards_5_name,team_1_cards_5_level,team_1_cards_5_maxLevel,team_1_cards_6_name,team_1_cards_6_level,team_1_cards_6_maxLevel,team_1_cards_7_name,team_1_cards_7_level,team_1_cards_7_maxLevel,opponent_0_tag,opponent_0_name,opponent_0_startingTrophies,opponent_0_crowns,opponent_0_clan_tag,opponent_0_clan_name,opponent_0_clan_badgeId,opponent_0_cards_0_name,opponent_0_cards_0_level,opponent_0_cards_0_maxLevel,opponent_0_cards_1_name,opponent_0_cards_1_level,opponent_0_cards_1_maxLevel,opponent_0_cards_2_name,opponent_0_cards_2_level,opponent_0_cards_2_maxLevel,opponent_0_cards_3_name,opponent_0_cards_3_level,opponent_0_cards_3_maxLevel,opponent_0_cards_4_name,opponent_0_cards_4_level,opponent_0_cards_4_maxLevel,opponent_0_cards_5_name,opponent_0_cards_5_level,opponent_0_cards_5_maxLevel,opponent_0_cards_6_name,opponent_0_cards_6_level,opponent_0_cards_6_maxLevel,opponent_0_cards_7_name,opponent_0_cards_7_level,opponent_0_cards_7_maxLevel,opponent_1_tag,opponent_1_name,opponent_1_startingTrophies,opponent_1_crowns,opponent_1_clan_tag,opponent_1_clan_name,opponent_1_clan_badgeId,opponent_1_cards_0_name,opponent_1_cards_0_level,opponent_1_cards_0_maxLevel,opponent_1_cards_1_name,opponent_1_cards_1_level,opponent_1_cards_1_maxLevel,opponent_1_cards_2_name,opponent_1_cards_2_level,opponent_1_cards_2_maxLevel,opponent_1_cards_3_name,opponent_1_cards_3_level,opponent_1_cards_3_maxLevel,opponent_1_cards_4_name,opponent_1_cards_4_level,opponent_1_cards_4_maxLevel,opponent_1_cards_5_name,opponent_1_cards_5_level,opponent_1_cards_5_maxLevel,opponent_1_cards_6_name,opponent_1_cards_6_level,opponent_1_cards_6_maxLevel,opponent_1_cards_7_name,opponent_1_cards_7_level,opponent_1_cards_7_maxLevel
friendly,20220312T225659.000Z,,54000015,Master I,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,2,#LJ2G2JVC,SomosTodos75,16000149,Archer Queen,1,4,Earthquake,9,12,Royal Delivery,11,14,Cannon,11,14,The Log,3,6,Electro Spirit,11,14,Bats,11,14,Royal Hogs,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8GRCGCCQC,✨YanouN™✨,6181,0,,,,Lava Hound,3,6,Flying Machine,9,12,Skeleton King,1,4,Miner,3,6,Mega Minion,9,12,Skeleton Dragons,11,14,Tombstone,9,12,Arrows,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T225132.000Z,,54000018,Champion,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,#LJ2G2JVC,SomosTodos75,16000149,Wall Breakers,6,9,Inferno Tower,9,12,Fire Spirit,11,14,Guards,6,9,Dart Goblin,9,12,Fireball,9,12,Valkyrie,9,12,Goblin Drill,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8GRCGCCQC,✨YanouN™✨,6181,0,,,,Archer Queen,1,4,Bandit,3,6,Barbarian Barrel,6,9,Electro Spirit,11,14,Lightning,6,9,Mega Knight,3,6,Ram Rider,3,6,Royal Ghost,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T222317.000Z,,54000014,Challenger III,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,#LJ2G2JVC,SomosTodos75,16000149,Mega Knight,3,6,Ram Rider,3,6,Lightning,6,9,Royal Ghost,3,6,Mother Witch,3,6,Barbarian Barrel,6,9,Bandit,3,6,Zap,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#J9URJR90,Joske❤wHezzy,5723,0,,,,Royal Hogs,9,12,Fire Spirit,11,14,Skeletons,11,14,Giant Snowball,11,14,Earthquake,9,12,Cannon,11,14,Royal Delivery,11,14,Musketeer,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T221616.000Z,,54000014,Challenger III,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,0,#LJ2G2JVC,SomosTodos75,16000149,Valkyrie,9,12,Fire Spirit,11,14,Miner,3,6,Mortar,11,14,Musketeer,9,12,Giant Snowball,11,14,Cannon Cart,6,9,Poison,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#J9URJR90,Joske❤wHezzy,5723,1,,,,Miner,3,6,Bomb Tower,9,12,Wall Breakers,6,9,The Log,3,6,Bats,11,14,Spear Goblins,11,14,Fireball,9,12,Valkyrie,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T221007.000Z,,54000018,Champion,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,#LJ2G2JVC,SomosTodos75,16000149,Royal Hogs,9,12,Electro Spirit,11,14,Skeletons,11,14,The Log,3,6,Earthquake,9,12,Cannon,11,14,Royal Delivery,11,14,Archer Queen,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#J9URJR90,Joske❤wHezzy,5723,0,,,,Heal Spirit,9,12,Elite Barbarians,11,14,Archer Queen,1,4,Magic Archer,3,6,Battle Ram,9,12,Bandit,3,6,Royal Ghost,3,6,Barbarian Barrel,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T213446.000Z,,54000018,Champion,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,#LJ2G2JVC,SomosTodos75,16000149,Knight,11,14,Bats,11,14,Firecracker,11,14,Electro Spirit,11,14,Hog Rider,9,12,Earthquake,9,12,Tesla,11,14,The Log,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Q2JRCLGJ,CAPGUN,6600,0,,,,Lightning,6,9,Baby Dragon,6,9,Clone,6,9,Lumberjack,3,6,Flying Machine,9,12,Heal Spirit,9,12,Bats,11,14,Lava Hound,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T212725.000Z,,54000018,Champion,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,#LJ2G2JVC,SomosTodos75,16000149,Valkyrie,9,12,Mortar,11,14,Zappies,9,12,Graveyard,3,6,Poison,6,9,Inferno Dragon,3,6,Giant Snowball,11,14,Skeletons,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#Q2JRCLGJ,CAPGUN,6600,0,,,,Graveyard,3,6,Giant Snowball,11,14,Skeleton Army,6,9,Arrows,11,14,Archer Queen,1,4,Dark Prince,6,9,Minions,11,14,Giant,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T205450.000Z,,54000017,Master III,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,#YC2Y8YYJ,HoMe Of TrYhArD,16000175,Miner,3,6,Giant Snowball,11,14,Ice Spirit,11,14,Mortar,11,14,Bats,11,14,Valkyrie,9,12,Musketeer,9,12,Poison,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#QRYJ8VJJQ,でぃばいん l しまゆ〜,6629,0,#PYGQQC2P,Divine Saga,16000043,Mortar,11,14,Valkyrie,9,12,Firecracker,11,14,Fireball,9,12,Skeleton Barrel,11,14,Guards,6,9,Spear Goblins,11,14,The Log,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T204813.000Z,,54000017,Master III,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,,,,Archer Queen,1,4,Skeletons,11,14,Fire Spirit,11,14,The Log,3,6,Earthquake,9,12,Bomb Tower,9,12,Knight,11,14,Hog Rider,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#QRYJ8VJJQ,でぃばいん l しまゆ〜,6629,0,#PYGQQC2P,Divine Saga,16000043,Balloon,6,9,Bowler,6,9,Freeze,6,9,Tornado,6,9,Lumberjack,3,6,Inferno Dragon,3,6,Baby Dragon,6,9,Barbarian Barrel,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T194033.000Z,,54000018,Champion,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,#LL9QPGG2,ClashClowns,16000175,Wall Breakers,6,9,Inferno Tower,9,12,Fire Spirit,11,14,Guards,6,9,Dart Goblin,9,12,Fireball,9,12,Valkyrie,9,12,Goblin Drill,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#G9YV9GR8R,Mohamed Light,7217,0,#G9QU8V8C,YT: Osama CR,16000020,Goblin Giant,6,9,Electro Wizard,3,6,Heal Spirit,9,12,Dark Prince,6,9,Elite Barbarians,11,14,Sparky,3,6,Zap,11,14,Rage,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T193110.000Z,,54000018,Champion,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,#LL9QPGG2,ClashClowns,16000175,Magic Archer,3,6,Royal Ghost,3,6,Elite Barbarians,11,14,Archer Queen,1,4,Battle Ram,9,12,Heal Spirit,9,12,Barbarian Barrel,6,9,Bandit,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#G9YV9GR8R,Mohamed Light,7217,2,#9C2YR8UV,Q8Team EG,16000003,Lava Hound,3,6,Skeleton King,1,4,Mega Minion,9,12,Tombstone,9,12,Miner,3,6,Arrows,11,14,Skeleton Dragons,11,14,Flying Machine,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T192546.000Z,,54000018,Champion,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,0,#LL9QPGG2,ClashClowns,16000175,Royal Giant,11,14,Mother Witch,3,6,Tombstone,9,12,Zappies,9,12,Skeleton King,1,4,Fisherman,3,6,Lightning,6,9,The Log,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#G9YV9GR8R,Mohamed Light,7217,1,#9C2YR8UV,Q8Team EG,16000003,Rascals,11,14,The Log,3,6,Princess,3,6,Inferno Dragon,3,6,Dark Prince,6,9,Goblin Barrel,6,9,Rocket,9,12,Spear Goblins,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T192015.000Z,,54000018,Champion,72000007,Friendly,,collection,#9G28ULYR,TRB Lucas,7011,1,#LL9QPGG2,ClashClowns,16000175,Skeletons,11,14,The Log,3,6,Ice Golem,9,12,Ice Spirit,11,14,Cannon,11,14,Musketeer,9,12,Hog Rider,9,12,Fireball,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#G9YV9GR8R,Mohamed Light,7217,0,#9C2YR8UV,Q8Team EG,16000003,Barbarian Barrel,6,9,Royal Ghost,3,6,Golden Knight,1,4,Cannon Cart,6,9,Magic Archer,3,6,Bandit,3,6,Electro Wizard,3,6,Goblin Drill,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220312T172108.000Z,,54000041,Legendary Arena,72000201,Ladder_CrownRush,,collection,#9G28ULYR,TRB Lucas,6984,1,#LL9QPGG2,ClashClowns,16000175,Wall Breakers,9,9,Inferno Tower,12,12,Fire Spirit,14,14,Guards,9,9,Dart Goblin,12,12,Fireball,12,12,Valkyrie,12,12,Goblin Drill,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#UQJ9LUP,Itachi uchiha⛔,6955,0,#9LC2P9YV,Nova I arg,16000072,Golem,9,9,Elite Barbarians,14,14,Night Witch,6,6,Lightning,9,9,Tornado,9,9,Giant Snowball,14,14,Bomber,14,14,Archer Queen,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220312T162250.000Z,,54000041,Legendary Arena,72000201,Ladder_CrownRush,,collection,#9G28ULYR,TRB Lucas,6953,1,#LL9QPGG2,ClashClowns,16000175,Wall Breakers,9,9,Inferno Tower,12,12,Fire Spirit,14,14,Guards,9,9,Dart Goblin,12,12,Fireball,12,12,Valkyrie,12,12,Goblin Drill,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#9YLCLUYVU,sajan❤️amisha,6971,0,#9QJ82PPJ,hamro clan,16000044,Giant,12,12,Dark Prince,9,9,Barbarians,14,14,Zap,14,14,Graveyard,6,6,Electro Wizard,6,6,Mega Minion,12,12,Arrows,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
