type,battleTime,challengeId,arena_id,arena_name,gameMode_id,gameMode_name,challengeWinCountBefore,deckSelection,team_0_tag,team_0_name,team_0_startingTrophies,team_0_crowns,team_0_clan_tag,team_0_clan_name,team_0_clan_badgeId,team_0_cards_0_name,team_0_cards_0_level,team_0_cards_0_maxLevel,team_0_cards_1_name,team_0_cards_1_level,team_0_cards_1_maxLevel,team_0_cards_2_name,team_0_cards_2_level,team_0_cards_2_maxLevel,team_0_cards_3_name,team_0_cards_3_level,team_0_cards_3_maxLevel,team_0_cards_4_name,team_0_cards_4_level,team_0_cards_4_maxLevel,team_0_cards_5_name,team_0_cards_5_level,team_0_cards_5_maxLevel,team_0_cards_6_name,team_0_cards_6_level,team_0_cards_6_maxLevel,team_0_cards_7_name,team_0_cards_7_level,team_0_cards_7_maxLevel,team_1_tag,team_1_name,team_1_startingTrophies,team_1_crowns,team_1_clan_tag,team_1_clan_name,team_1_clan_badgeId,team_1_cards_0_name,team_1_cards_0_level,team_1_cards_0_maxLevel,team_1_cards_1_name,team_1_cards_1_level,team_1_cards_1_maxLevel,team_1_cards_2_name,team_1_cards_2_level,team_1_cards_2_maxLevel,team_1_cards_3_name,team_1_cards_3_level,team_1_cards_3_maxLevel,team_1_cards_4_name,team_1_cards_4_level,team_1_cards_4_maxLevel,team_1_cards_5_name,team_1_cards_5_level,team_1_cards_5_maxLevel,team_1_cards_6_name,team_1_cards_6_level,team_1_cards_6_maxLevel,team_1_cards_7_name,team_1_cards_7_level,team_1_cards_7_maxLevel,opponent_0_tag,opponent_0_name,opponent_0_startingTrophies,opponent_0_crowns,opponent_0_clan_tag,opponent_0_clan_name,opponent_0_clan_badgeId,opponent_0_cards_0_name,opponent_0_cards_0_level,opponent_0_cards_0_maxLevel,opponent_0_cards_1_name,opponent_0_cards_1_level,opponent_0_cards_1_maxLevel,opponent_0_cards_2_name,opponent_0_cards_2_level,opponent_0_cards_2_maxLevel,opponent_0_cards_3_name,opponent_0_cards_3_level,opponent_0_cards_3_maxLevel,opponent_0_cards_4_name,opponent_0_cards_4_level,opponent_0_cards_4_maxLevel,opponent_0_cards_5_name,opponent_0_cards_5_level,opponent_0_cards_5_maxLevel,opponent_0_cards_6_name,opponent_0_cards_6_level,opponent_0_cards_6_maxLevel,opponent_0_cards_7_name,opponent_0_cards_7_level,opponent_0_cards_7_maxLevel,opponent_1_tag,opponent_1_name,opponent_1_startingTrophies,opponent_1_crowns,opponent_1_clan_tag,opponent_1_clan_name,opponent_1_clan_badgeId,opponent_1_cards_0_name,opponent_1_cards_0_level,opponent_1_cards_0_maxLevel,opponent_1_cards_1_name,opponent_1_cards_1_level,opponent_1_cards_1_maxLevel,opponent_1_cards_2_name,opponent_1_cards_2_level,opponent_1_cards_2_maxLevel,opponent_1_cards_3_name,opponent_1_cards_3_level,opponent_1_cards_3_maxLevel,opponent_1_cards_4_name,opponent_1_cards_4_level,opponent_1_cards_4_maxLevel,opponent_1_cards_5_name,opponent_1_cards_5_level,opponent_1_cards_5_maxLevel,opponent_1_cards_6_name,opponent_1_cards_6_level,opponent_1_cards_6_maxLevel,opponent_1_cards_7_name,opponent_1_cards_7_level,opponent_1_cards_7_maxLevel
friendly,20220313T141913.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,1,#YUGJCLGU,SK Free2Play,16000044,Mega Knight,3,6,Inferno Dragon,3,6,Bandit,3,6,Royal Ghost,3,6,Giant Snowball,11,14,Fireball,9,12,Electro Wizard,3,6,Ram Rider,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#PGPQQ9UPP,N。,7028,0,#LC8R22RR,引き分け詐欺 I よだっちょ,16000161,Lava Hound,3,6,Flying Machine,9,12,Skeleton Dragons,11,14,Skeleton Army,6,9,Lumberjack,3,6,Bats,11,14,Clone,6,9,Arrows,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220313T141230.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,0,#YUGJCLGU,SK Free2Play,16000044,Electro Giant,6,9,Tesla,11,14,Skeletons,11,14,Fire Spirit,11,14,The Log,3,6,Earthquake,9,12,Tornado,6,9,Ice Wizard,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#PGPQQ9UPP,N。,7028,1,#LC8R22RR,引き分け詐欺 I よだっちょ,16000161,Golem,6,9,Cannon Cart,6,9,Golden Knight,1,4,Baby Dragon,6,9,Mega Minion,9,12,Tornado,6,9,Earthquake,9,12,Bomber,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220313T133539.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,1,#YUGJCLGU,SK Free2Play,16000044,Miner,3,6,Bomb Tower,9,12,Guards,6,9,Fire Spirit,11,14,Knight,11,14,Earthquake,9,12,Royal Delivery,11,14,Archer Queen,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2YQGY080Q,qwerty,6098,0,,,,Golem,6,9,Tombstone,9,12,Lightning,6,9,Baby Dragon,6,9,Night Witch,3,6,Skeleton King,1,4,Tornado,6,9,Zap,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220313T132732.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,1,#YUGJCLGU,SK Free2Play,16000044,Mega Knight,3,6,Giant Snowball,11,14,Lightning,6,9,Tombstone,9,12,Electro Wizard,3,6,Ram Rider,3,6,Cannon Cart,6,9,Skeleton King,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2YQGY080Q,qwerty,6098,0,,,,Mega Knight,3,6,Ram Rider,3,6,Poison,6,9,Barbarian Barrel,6,9,Bandit,3,6,Royal Ghost,3,6,Electro Wizard,3,6,Inferno Dragon,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220313T125749.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,1,#YUGJCLGU,SK Free2Play,16000044,Cannon,11,14,Earthquake,9,12,Royal Delivery,11,14,Hog Rider,9,12,Skeletons,11,14,Knight,11,14,Archer Queen,1,4,The Log,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#PV92CL9,Legione Gab3ry⚡,6765,0,#22Q9VL,LEGIONE RIBELLE,16000081,Ice Golem,9,12,Zappies,9,12,Dark Prince,6,9,Graveyard,3,6,Arrows,11,14,Poison,6,9,Mortar,11,14,Archer Queen,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220313T125102.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,1,#YUGJCLGU,SK Free2Play,16000044,Poison,6,9,Miner,3,6,Valkyrie,9,12,Cannon Cart,6,9,Giant Snowball,11,14,Mortar,11,14,Spear Goblins,11,14,Firecracker,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#PV92CL9,Legione Gab3ry⚡,6765,0,#22Q9VL,LEGIONE RIBELLE,16000081,Electro Wizard,3,6,Lightning,6,9,Mega Knight,3,6,Golden Knight,1,4,Goblin Cage,9,12,Ram Rider,3,6,Cannon Cart,6,9,Giant Snowball,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T214515.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,0,#YUGJCLGU,SK Free2Play,16000044,Mega Knight,3,6,Ram Rider,3,6,Arrows,11,14,Zap,11,14,Zappies,9,12,Bats,11,14,Royal Ghost,3,6,Bandit,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#RUQ0JU2P,Asaf,6681,1,#G22U0G9C,CRL 2022,16000004,Cannon Cart,6,9,Electro Spirit,11,14,Electro Wizard,3,6,Giant Snowball,11,14,Goblin Cage,9,12,Lightning,6,9,Mega Knight,3,6,Ram Rider,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T213746.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,0,#YUGJCLGU,SK Free2Play,16000044,Skeletons,11,14,Poison,6,9,Dark Prince,6,9,Royal Delivery,11,14,Tesla,11,14,Archers,11,14,Miner,3,6,The Log,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#RUQ0JU2P,Asaf,6681,1,#G22U0G9C,CRL 2022,16000004,Musketeer,9,12,Knight,11,14,The Log,3,6,Bats,11,14,Tesla,11,14,Hog Rider,9,12,Earthquake,9,12,Royal Delivery,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T205904.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,1,#YUGJCLGU,SK Free2Play,16000044,Spear Goblins,11,14,Bats,11,14,Giant Snowball,11,14,Mortar,11,14,Valkyrie,9,12,Poison,6,9,Miner,3,6,Musketeer,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8PGU0R8JR,Ouahleouff❤️,6716,0,#LVQUJQG2,GOTAGANG,16000175,Archer Queen,1,4,Bandit,3,6,Barbarian Barrel,6,9,Battle Ram,9,12,Elite Barbarians,11,14,Heal Spirit,9,12,Magic Archer,3,6,Royal Ghost,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friendly,20220312T205159.000Z,,54000017,Master III,72000007,Friendly,,collection,#R09228V,SK Morten,6820,1,#YUGJCLGU,SK Free2Play,16000044,Tesla,11,14,Skeletons,11,14,Royal Delivery,11,14,Knight,11,14,Earthquake,9,12,The Log,3,6,Hog Rider,9,12,Archer Queen,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8PGU0R8JR,Ouahleouff❤️,6716,0,#LVQUJQG2,GOTAGANG,16000175,Arrows,11,14,Flying Machine,9,12,Lava Hound,3,6,Mega Minion,9,12,Miner,3,6,Skeleton Dragons,11,14,Skeleton King,1,4,Tombstone,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220311T235903.000Z,,54000041,Legendary Arena,72000201,Ladder_CrownRush,,collection,#R09228V,SK Morten,6845,0,#YUGJCLGU,SK Free2Play,16000044,Tesla,14,14,Skeletons,14,14,Royal Delivery,14,14,Knight,14,14,Earthquake,12,12,The Log,6,6,Hog Rider,12,12,Archer Queen,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2RJQC8GV9,TMB I Mereegøg✨,6900,1,#LP2LCGVG,Ad Astra,16000175,Mortar,14,14,Minion Horde,14,14,Skeleton King,4,4,Skeleton Army,9,9,Cannon Cart,9,9,Miner,6,6,Arrows,14,14,Dart Goblin,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220311T235453.000Z,,54000041,Legendary Arena,72000201,Ladder_CrownRush,,collection,#R09228V,SK Morten,6818,1,#YUGJCLGU,SK Free2Play,16000044,Tesla,14,14,Skeletons,14,14,Royal Delivery,14,14,Knight,14,14,Earthquake,12,12,The Log,6,6,Hog Rider,12,12,Archer Queen,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#CQUL0UV0,thug,6786,0,#82CR0GR,#NoMercy,16000175,Ice Golem,12,12,Hog Rider,12,12,Cannon,14,14,Fireball,12,12,Ice Spirit,14,14,Musketeer,12,12,Skeletons,14,14,The Log,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220311T235037.000Z,,54000041,Legendary Arena,72000201,Ladder_CrownRush,,collection,#R09228V,SK Morten,6792,1,#YUGJCLGU,SK Free2Play,16000044,Tesla,14,14,Skeletons,14,14,Royal Delivery,14,14,Knight,14,14,Earthquake,12,12,The Log,6,6,Hog Rider,12,12,Archer Queen,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#U0JRJYQ,riki ベットリ,6751,0,#2R8U0CR0,Tesle Italiane,16000010,Hog Rider,12,12,Archer Queen,4,4,Fire Spirit,14,14,Skeletons,14,14,Cannon,14,14,The Log,6,6,Royal Delivery,14,14,Earthquake,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220311T205957.000Z,,54000041,Legendary Arena,72000201,Ladder_CrownRush,,collection,#R09228V,SK Morten,6820,1,#YUGJCLGU,SK Free2Play,16000044,Tesla,14,14,Skeletons,14,14,Royal Delivery,14,14,Knight,14,14,Earthquake,12,12,The Log,6,6,Hog Rider,12,12,Archer Queen,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#8990L0C8L,⚡Thehc10™⚡,6839,3,#9CU0G2VU,TANIMSIZLAR,16000030,Giant,12,12,Balloon,9,9,Witch,9,9,Skeleton Army,9,9,Valkyrie,12,12,Minion Horde,14,14,Arrows,14,14,Rage,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvP,20220311T205649.000Z,,54000041,Legendary Arena,72000201,Ladder_CrownRush,,collection,#R09228V,SK Morten,6792,2,#YUGJCLGU,SK Free2Play,16000044,Tesla,14,14,Skeletons,14,14,Royal Delivery,14,14,Knight,14,14,Earthquake,12,12,The Log,6,6,Hog Rider,12,12,Archer Queen,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#LR2JYY0L,moustafa,6771,1,#P8G8098G,clashing,16000034,Bats,14,14,Freeze,9,9,Graveyard,6,6,Wizard,12,12,Wall Breakers,9,9,Skeleton Army,9,9,Valkyrie,12,12,Knight,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
